total sulfur dioxide,sulphates,fixed acidity,chlorides,volatile acidity
68.0,0.37,6.8,0.034,0.2
117.0,0.56,7.7,0.04,0.26
126.0,0.42,6.4,0.041,0.2
122.0,0.39,8.0,0.033,0.16
154.0,0.38,6.8,0.076,0.25
109.0,0.58,7.7,0.035,0.39
173.0,0.38,6.9,0.051,0.26
154.0,0.38,6.8,0.076,0.25
109.0,0.58,7.7,0.035,0.39
163.0,0.46,6.0,0.048,0.28
174.0,0.55,6.5,0.056,0.43
344.0,0.7,9.1,0.062,0.33
146.0,0.5,5.9,0.054,0.5
115.0,0.72,6.8,0.036,0.28
144.0,0.38,7.0,0.04,0.35
158.0,0.38,7.1,0.056,0.22
158.0,0.38,7.1,0.056,0.22
162.0,0.68,8.3,0.03,0.24
118.0,0.52,6.8,0.041,0.26
224.0,0.55,7.2,0.054,0.16
132.0,0.52,7.9,0.058,0.18
224.0,0.55,7.2,0.054,0.16
102.0,0.31,5.5,0.06,0.24
105.0,0.39,7.1,0.056,0.33
117.0,0.5,7.7,0.056,0.28
117.0,0.5,7.7,0.056,0.28
179.0,0.46,7.5,0.047,0.26
89.0,0.74,6.5,0.037,0.14
145.0,0.48,8.2,0.053,0.21
165.0,0.42,7.2,0.054,0.2
105.0,0.4,7.2,0.056,0.115
142.0,0.54,6.4,0.04,0.29
105.0,0.39,7.1,0.056,0.33
99.0,0.46,6.8,0.038,0.24
102.0,0.43,7.0,0.035,0.24
117.0,0.5,7.7,0.056,0.28
76.0,0.41,7.0,0.052,0.22
91.0,0.45,7.5,0.054,0.18
187.0,0.59,9.8,0.052,0.93
181.0,0.46,7.8,0.035,0.29
76.0,0.31,7.9,0.038,0.28
92.0,0.33,8.5,0.031,0.25
105.0,0.66,7.4,0.048,0.18
61.0,0.34,6.3,0.031,0.24
124.0,0.48,6.0,0.04,0.33
79.0,0.46,6.8,0.03,0.37
115.0,0.44,9.9,0.087,0.49
92.0,0.33,8.5,0.031,0.25
130.0,0.35,8.4,0.028,0.22
162.0,0.47,7.0,0.069,0.35
162.0,0.47,7.0,0.069,0.35
229.0,0.49,7.4,0.053,0.19
229.0,0.49,7.4,0.053,0.19
229.0,0.49,7.4,0.053,0.19
229.0,0.49,7.4,0.053,0.19
229.0,0.49,7.4,0.053,0.19
117.0,0.37,6.9,0.042,0.32
163.0,0.54,7.6,0.05,0.32
229.0,0.49,7.4,0.053,0.19
212.0,0.49,7.4,0.053,0.19
117.0,0.37,6.9,0.042,0.32
126.0,0.44,6.0,0.06,0.34
163.0,0.54,7.6,0.05,0.32
106.0,0.55,7.7,0.047,0.24
146.0,0.46,8.0,0.053,0.36
114.0,0.4,7.4,0.044,0.29
146.0,0.47,6.6,0.041,0.32
141.0,0.47,6.3,0.04,0.3
109.0,0.47,6.4,0.041,0.33
94.0,0.44,7.5,0.051,0.18
74.0,0.53,6.5,0.217,0.39
137.0,0.42,6.8,0.056,0.25
90.0,0.49,6.4,0.052,0.18
125.0,0.54,7.1,0.048,0.18
110.0,0.51,7.6,0.044,0.27
145.0,0.32,9.2,0.037,0.23
153.0,0.51,7.9,0.058,0.28
125.0,0.54,7.1,0.048,0.18
90.0,0.49,6.4,0.052,0.18
137.0,0.42,6.8,0.056,0.25
71.0,0.38,7.0,0.037,0.22
101.0,0.37,7.3,0.036,0.18
187.0,0.52,7.1,0.051,0.26
231.0,0.52,6.6,0.049,0.25
157.0,0.53,6.4,0.069,0.24
147.0,0.67,6.0,0.051,0.28
187.0,0.52,7.1,0.051,0.26
167.0,0.55,7.8,0.058,0.24
175.0,0.56,7.6,0.059,0.27
178.0,0.6,7.7,0.056,0.39
132.0,0.37,8.9,0.035,0.24
138.0,0.64,6.6,0.045,0.23
128.0,0.49,7.1,0.031,0.26
125.0,0.64,7.0,0.039,0.32
150.0,0.5,7.4,0.058,0.24
136.0,0.78,6.9,0.056,0.21
125.0,0.64,7.0,0.039,0.32
107.0,0.65,7.4,0.047,0.17
128.0,0.49,7.1,0.031,0.26
161.0,0.4,8.5,0.041,0.28
96.0,0.62,7.8,0.051,0.3
129.0,0.38,8.1,0.051,0.25
163.0,0.6,7.7,0.041,0.28
134.0,0.36,6.5,0.027,0.24
120.0,0.44,7.0,0.045,0.22
161.0,0.4,8.5,0.041,0.28
157.0,0.47,8.0,0.051,0.45
169.0,0.42,6.9,0.056,0.23
157.0,0.47,8.0,0.051,0.45
166.0,0.44,7.6,0.067,0.23
177.0,0.46,7.7,0.046,0.28
179.0,0.46,7.7,0.046,0.27
124.0,0.59,7.1,0.042,0.2
150.0,0.36,6.9,0.034,0.25
124.0,0.59,7.1,0.042,0.2
150.0,0.36,6.9,0.034,0.25
89.0,0.45,8.4,0.054,0.2
164.0,0.51,6.5,0.049,0.39
90.0,0.79,7.2,0.067,0.23
147.0,0.46,6.9,0.048,0.44
184.0,0.5,7.1,0.04,0.28
162.0,0.45,6.4,0.06,0.34
151.0,0.44,6.1,0.046,0.15
147.0,0.46,6.9,0.048,0.44
180.0,0.49,7.2,0.042,0.29
184.0,0.5,7.1,0.04,0.28
169.0,0.54,6.1,0.094,0.23
171.0,0.74,6.7,0.047,0.23
228.0,0.51,7.0,0.043,0.36
141.0,0.38,7.5,0.031,0.31
162.0,0.45,6.4,0.06,0.34
151.0,0.44,6.1,0.046,0.15
100.0,0.45,7.4,0.047,0.2
186.0,0.47,6.3,0.048,0.27
235.0,0.61,9.2,0.06,0.34
101.0,0.6,7.4,0.042,0.18
174.0,0.52,7.2,0.046,0.29
186.0,0.47,6.3,0.048,0.27
172.0,0.43,6.2,0.049,0.26
133.0,0.46,7.3,0.046,0.21
128.0,0.68,7.1,0.039,0.14
132.0,0.53,7.2,0.157,0.39
205.0,0.45,7.6,0.049,0.48
132.0,0.53,7.2,0.157,0.39
205.0,0.45,7.6,0.049,0.48
134.0,0.45,6.5,0.061,0.36
61.0,0.44,8.5,0.032,0.25
159.0,0.48,6.9,0.056,0.3
154.0,0.77,6.6,0.045,0.19
159.0,0.48,6.9,0.056,0.3
167.0,0.43,9.4,0.027,0.42
154.0,0.77,6.6,0.045,0.19
152.0,0.4,6.3,0.034,0.2
169.0,0.67,8.5,0.055,0.19
107.0,0.66,7.3,0.051,0.19
156.0,0.46,6.7,0.06,0.25
108.0,0.42,6.2,0.035,0.25
94.0,0.47,6.1,0.053,0.46
107.0,0.66,7.3,0.051,0.19
178.0,0.49,7.5,0.067,0.29
200.0,0.44,6.7,0.043,0.31
91.0,0.39,7.4,0.033,0.14
200.0,0.44,6.7,0.043,0.31
149.0,0.56,7.1,0.148,0.4
77.0,0.54,6.4,0.047,0.16
66.0,0.55,6.3,0.046,0.16
210.0,0.68,7.4,0.049,0.33
210.0,0.68,7.4,0.049,0.33
210.0,0.68,7.4,0.049,0.33
210.0,0.68,7.4,0.049,0.33
144.0,0.49,6.6,0.158,0.41
145.0,0.49,6.7,0.157,0.43
210.0,0.68,7.4,0.049,0.33
97.0,0.58,7.3,0.037,0.4
106.0,0.64,7.4,0.047,0.18
150.0,0.56,8.6,0.047,0.17
208.0,0.46,6.5,0.054,0.32
97.0,0.58,7.3,0.037,0.4
115.0,0.58,7.0,0.031,0.32
150.0,0.37,7.5,0.041,0.42
168.0,0.57,6.9,0.04,0.28
202.0,0.53,6.5,0.042,0.29
109.0,0.54,6.3,0.027,0.41
115.0,0.58,7.0,0.031,0.32
125.0,0.44,7.3,0.043,0.3
125.0,0.45,6.6,0.058,0.22
194.0,0.43,6.0,0.055,0.26
126.0,0.48,6.9,0.051,0.44
168.0,0.4,7.5,0.06,0.42
143.0,0.42,7.0,0.04,0.36
134.0,0.68,5.6,0.049,0.295
159.0,0.44,6.8,0.053,0.21
139.0,0.49,9.4,0.045,0.28
126.0,0.5,8.1,0.035,0.28
159.0,0.44,6.8,0.053,0.21
132.0,0.41,7.0,0.036,0.22
139.0,0.49,9.4,0.045,0.28
80.0,0.63,6.8,0.029,0.32
127.0,0.38,7.0,0.032,0.19
144.0,0.58,7.7,0.061,0.42
116.0,0.39,7.4,0.038,0.2
153.0,0.44,7.5,0.045,0.24
164.0,0.46,7.5,0.046,0.26
84.0,0.48,6.6,0.035,0.4
130.0,0.67,8.0,0.037,0.2
178.0,0.55,4.6,0.053,0.445
121.0,0.61,6.1,0.036,0.41
148.0,0.66,7.6,0.041,0.2
190.0,0.48,6.9,0.045,0.3
119.0,0.36,7.0,0.049,0.35
111.0,0.29,6.9,0.038,0.35
119.0,0.36,7.0,0.049,0.35
111.0,0.29,6.9,0.038,0.35
175.0,0.53,7.6,0.054,0.3
209.0,0.59,7.5,0.05,0.38
161.0,0.42,7.5,0.032,0.3
209.0,0.59,6.3,0.049,0.4
106.0,0.6,6.8,0.024,0.37
212.0,0.43,7.5,0.058,0.23
118.0,0.51,8.3,0.048,0.27
198.0,0.67,6.8,0.041,0.26
180.0,0.57,6.5,0.067,0.28
167.0,0.62,7.2,0.051,0.34
90.0,0.55,7.0,0.041,0.23
156.0,0.59,7.7,0.06,0.29
167.0,0.62,7.2,0.051,0.34
95.0,0.59,7.7,0.034,0.4
149.0,0.52,6.7,0.032,0.17
90.0,0.55,7.0,0.041,0.23
211.0,0.49,8.1,0.043,0.24
179.0,0.44,7.7,0.039,0.28
98.0,0.54,7.5,0.031,0.23
141.0,0.77,8.3,0.029,0.26
184.0,0.62,7.9,0.168,0.46
212.0,0.59,7.9,0.048,0.31
202.0,0.57,7.9,0.04,0.25
126.0,0.46,6.1,0.06,0.28
89.0,0.48,7.0,0.044,0.18
66.0,0.48,6.5,0.046,0.21
130.0,0.45,7.6,0.024,0.48
130.0,0.5,7.1,0.051,0.34
93.0,0.37,8.9,0.028,0.21
221.0,0.66,7.4,0.04,0.32
129.0,0.36,6.0,0.157,0.495
121.0,0.49,8.1,0.05,0.25
102.0,0.58,8.2,0.05,0.25
144.0,0.5,6.5,0.035,0.18
182.0,0.42,6.7,0.053,0.24
204.0,0.51,6.6,0.06,0.32
138.0,0.44,7.6,0.092,0.32
227.0,0.52,7.4,0.05,0.33
188.0,0.49,7.2,0.05,0.3
169.0,0.37,7.4,0.037,0.34
144.0,0.46,6.1,0.03,0.16
107.0,0.49,6.3,0.039,0.1
202.0,0.43,6.2,0.099,0.45
85.0,0.4,6.0,0.036,0.33
57.0,0.54,7.6,0.034,0.48
188.0,0.41,7.2,0.039,0.2
150.0,0.43,7.0,0.036,0.32
188.0,0.41,7.2,0.039,0.2
90.0,0.46,7.0,0.05,0.22
282.0,0.51,9.4,0.063,0.23
191.0,0.63,6.4,0.084,0.27
196.0,0.64,6.4,0.085,0.27
144.0,0.59,7.0,0.042,0.23
107.0,0.46,6.9,0.029,0.15
74.0,0.53,6.7,0.025,0.26
107.0,0.46,6.9,0.029,0.15
160.0,0.41,7.6,0.042,0.2
189.0,0.54,6.9,0.053,0.3
186.0,0.54,6.9,0.053,0.3
106.0,0.45,7.6,0.041,0.21
83.0,0.51,6.8,0.042,0.46
130.0,0.5,7.0,0.042,0.28
156.0,0.7,6.5,0.043,0.24
135.0,0.49,6.4,0.091,0.17
136.0,0.49,6.4,0.093,0.17
252.0,0.49,6.3,0.056,0.695
199.0,0.59,7.0,0.059,0.27
218.0,0.66,8.4,0.047,0.3
101.0,0.41,6.5,0.037,0.19
93.0,0.49,8.0,0.024,0.36
77.0,0.57,6.1,0.046,0.16
104.0,0.66,9.2,0.047,0.19
107.0,0.53,9.2,0.044,0.16
202.0,0.56,8.0,0.038,0.26
125.0,0.98,8.8,0.034,0.33
130.0,0.67,9.8,0.046,0.16
188.0,0.49,6.6,0.044,0.23
100.0,0.52,7.9,0.033,0.44
109.0,0.54,7.6,0.036,0.31
214.0,0.5,7.5,0.044,0.705
111.0,0.64,7.1,0.034,0.21
220.0,0.58,7.0,0.047,0.16
208.0,0.5,8.0,0.045,0.27
212.0,0.66,6.3,0.08,0.38
111.0,0.64,7.1,0.034,0.21
195.0,0.71,6.2,0.095,0.38
106.0,0.5,8.2,0.05,0.24
220.0,0.58,7.0,0.047,0.16
204.0,0.46,7.3,0.044,0.815
98.0,0.42,6.3,0.032,0.41
207.0,0.53,6.1,0.07,0.36
118.0,0.46,8.1,0.031,0.4
198.0,0.55,6.8,0.045,0.26
210.0,0.72,6.2,0.096,0.44
117.0,0.68,7.2,0.036,0.24
210.0,0.72,6.2,0.096,0.44
117.0,0.68,7.2,0.036,0.24
172.0,0.48,7.3,0.04,0.22
230.0,0.55,8.1,0.04,0.34
172.0,0.48,7.3,0.04,0.22
230.0,0.55,8.1,0.04,0.34
195.0,0.46,6.4,0.042,0.28
177.0,0.42,6.3,0.045,0.29
198.0,0.47,6.4,0.044,0.27
229.0,0.5,7.4,0.054,0.35
253.0,0.56,8.3,0.045,0.28
148.0,0.5,6.4,0.034,0.35
183.0,0.43,6.9,0.056,0.43
150.0,0.5,8.0,0.05,0.26
183.0,0.43,6.9,0.056,0.43
130.0,0.75,7.3,0.042,0.27
159.0,0.47,6.8,0.147,0.46
168.0,1.06,7.2,0.028,0.2
201.0,0.45,7.6,0.063,0.285
219.5,0.6,6.6,0.052,0.32
201.0,0.45,7.6,0.063,0.285
210.0,0.61,6.6,0.051,0.34
210.0,0.6,6.6,0.052,0.32
133.0,0.64,6.5,0.042,0.27
114.0,0.62,6.6,0.04,0.26
181.0,0.63,6.7,0.043,0.27
157.0,0.52,6.6,0.037,0.56
157.0,0.52,6.6,0.037,0.56
136.0,0.54,7.3,0.027,0.19
141.0,0.56,6.3,0.027,0.2
201.0,0.67,7.1,0.036,0.29
194.0,0.58,7.8,0.031,0.32
156.0,0.54,8.1,0.037,0.33
156.0,0.54,8.1,0.037,0.33
194.0,0.58,7.8,0.031,0.32
147.0,0.52,6.6,0.045,0.33
147.0,0.52,6.6,0.045,0.33
71.0,0.49,8.2,0.053,0.26
72.0,0.48,8.3,0.053,0.25
184.0,0.58,7.0,0.039,0.26
124.0,0.46,6.0,0.053,0.26
161.0,0.44,7.5,0.041,0.28
159.0,0.44,7.5,0.04,0.27
128.0,0.62,7.0,0.038,0.28
77.0,0.51,5.2,0.029,0.16
118.0,0.41,6.8,0.049,0.34
176.0,0.51,7.6,0.056,0.25
174.0,0.5,5.6,0.022,0.35
97.0,0.4,8.8,0.032,0.24
142.0,0.54,6.0,0.043,0.29
83.0,0.44,6.1,0.035,0.27
117.0,0.53,7.4,0.071,0.56
148.0,0.49,6.8,0.142,0.29
83.0,0.44,6.1,0.035,0.27
215.0,0.48,6.3,0.047,0.27
143.0,0.49,6.6,0.052,0.24
113.0,0.61,6.8,0.049,0.32
216.5,0.5,6.4,0.041,0.37
201.0,0.48,6.2,0.047,0.26
215.0,0.48,6.3,0.047,0.27
191.0,0.49,6.4,0.05,0.3
204.0,0.55,8.0,0.045,0.28
122.0,0.45,6.7,0.079,0.24
122.0,0.51,7.9,0.034,0.27
122.0,0.51,7.9,0.034,0.27
174.0,0.44,6.1,0.074,0.28
110.0,0.76,7.7,0.036,0.39
201.0,0.43,6.0,0.075,0.2
174.0,0.44,6.1,0.074,0.28
139.0,0.5,7.6,0.054,0.31
139.0,0.5,7.6,0.054,0.31
155.0,0.48,6.3,0.043,0.18
96.0,0.4,8.6,0.031,0.23
133.0,0.48,6.8,0.046,0.21
133.0,0.48,6.8,0.046,0.21
175.0,0.49,6.9,0.039,0.26
133.0,0.48,6.8,0.046,0.21
191.0,0.52,6.4,0.039,0.31
119.0,0.47,8.6,0.045,0.34
119.0,0.47,8.6,0.045,0.34
174.0,0.43,8.5,0.054,0.3
194.0,0.63,7.4,0.053,0.4
212.0,0.48,6.6,0.044,0.32
140.0,0.47,7.1,0.032,0.34
178.0,0.43,6.6,0.045,0.26
134.0,0.68,8.0,0.053,0.27
203.0,0.46,6.2,0.045,0.28
215.0,0.6,6.2,0.058,0.3
67.0,0.48,5.6,0.043,0.175
145.0,0.52,6.9,0.032,0.34
148.0,0.49,6.9,0.029,0.34
37.0,0.52,7.1,0.018,0.12
170.0,0.64,7.1,0.038,0.32
224.0,0.56,7.3,0.034,0.51
37.0,0.52,7.1,0.018,0.12
216.0,0.5,6.3,0.04,0.24
174.0,0.49,7.5,0.054,0.41
138.0,0.6,6.5,0.029,0.18
162.0,0.38,7.3,0.121,0.17
174.0,0.41,8.2,0.053,0.2
174.0,0.49,7.5,0.054,0.41
162.0,0.38,7.3,0.121,0.17
138.0,0.6,6.5,0.029,0.18
108.0,0.51,7.3,0.036,0.16
109.0,0.5,6.4,0.037,0.16
158.0,0.47,6.6,0.044,0.42
163.0,0.59,5.8,0.036,0.3
178.0,0.38,6.7,0.049,0.54
178.0,0.38,6.7,0.049,0.54
149.0,0.34,6.4,0.046,0.22
95.0,0.46,6.8,0.043,0.23
162.0,0.5,9.0,0.029,0.26
110.0,0.42,6.5,0.046,0.23
142.0,0.44,5.9,0.032,0.28
142.0,0.44,5.9,0.032,0.28
111.0,0.5,6.2,0.028,0.27
177.0,0.47,9.0,0.03,0.29
162.0,0.5,9.0,0.029,0.26
166.0,0.48,8.9,0.029,0.27
110.0,0.42,6.5,0.046,0.23
117.0,0.48,6.9,0.036,0.32
159.0,0.53,7.2,0.041,0.22
175.0,0.54,6.7,0.046,0.5
128.0,0.48,6.2,0.052,0.33
209.0,0.53,6.3,0.045,0.26
188.0,0.62,7.5,0.052,0.2
128.0,0.48,6.2,0.052,0.33
209.0,0.53,6.3,0.045,0.26
110.0,0.46,6.6,0.046,0.36
146.0,0.72,6.3,0.043,0.13
150.0,0.73,6.4,0.043,0.15
146.0,0.72,6.3,0.043,0.13
170.0,0.53,7.6,0.033,0.23
150.0,0.73,6.4,0.043,0.15
146.0,0.72,6.3,0.043,0.13
137.0,0.42,5.7,0.079,0.255
103.0,0.42,6.9,0.03,0.32
131.0,0.46,6.9,0.052,0.28
103.0,0.42,6.9,0.03,0.32
137.0,0.42,5.7,0.079,0.255
160.0,0.45,6.6,0.037,0.41
240.0,0.45,7.3,0.048,0.37
80.0,0.46,6.9,0.021,0.21
132.0,0.46,6.6,0.028,0.24
207.0,0.49,6.8,0.043,0.28
135.0,0.59,6.6,0.034,0.24
132.0,0.46,6.6,0.028,0.24
80.0,0.36,7.0,0.032,0.16
56.0,0.45,7.0,0.026,0.14
185.0,0.49,6.3,0.035,0.34
154.0,0.52,6.8,0.043,0.26
182.0,0.44,6.7,0.038,0.17
227.0,0.5,6.5,0.039,0.27
206.0,0.5,6.7,0.037,0.25
104.0,0.56,5.8,0.014,0.3
106.0,0.37,6.4,0.156,0.28
174.0,0.5,7.7,0.053,0.3
171.0,0.52,6.8,0.062,0.18
171.0,0.52,6.8,0.062,0.18
171.0,0.52,6.8,0.062,0.18
171.0,0.52,6.8,0.062,0.18
171.0,0.52,6.8,0.062,0.18
171.0,0.52,6.8,0.062,0.18
89.0,0.43,5.1,0.039,0.14
171.0,0.52,6.8,0.062,0.18
154.0,0.48,7.2,0.068,0.615
132.0,0.42,6.9,0.05,0.13
152.0,0.64,6.7,0.059,0.34
144.0,0.55,7.3,0.038,0.32
147.0,0.38,6.3,0.048,0.21
107.0,0.88,5.4,0.028,0.5
167.0,0.39,8.2,0.042,0.52
208.0,0.64,7.8,0.046,0.28
115.0,0.7,6.4,0.023,0.22
208.0,0.64,7.8,0.046,0.28
185.0,0.6,6.9,0.034,0.32
132.0,0.74,6.8,0.042,0.11
185.0,0.61,6.2,0.031,0.26
115.0,0.7,6.4,0.023,0.22
107.0,0.63,6.7,0.025,0.3
107.0,0.63,6.7,0.025,0.3
28.0,0.36,7.1,0.019,0.2
157.0,0.49,7.2,0.028,0.2
202.0,0.46,8.9,0.024,0.26
209.0,0.46,7.5,0.024,0.25
28.0,0.36,7.1,0.019,0.2
177.0,0.67,6.3,0.053,0.27
219.0,0.5,6.5,0.038,0.3
107.0,0.63,6.7,0.025,0.3
140.0,0.4,6.6,0.05,0.36
80.0,0.47,6.15,0.021,0.21
129.0,0.72,6.5,0.039,0.18
129.0,0.72,6.5,0.039,0.18
129.0,0.72,6.5,0.039,0.18
126.0,0.38,6.6,0.026,0.26
150.0,0.47,6.6,0.063,0.35
144.0,0.38,6.5,0.041,0.28
140.0,0.4,6.6,0.05,0.36
126.0,0.38,6.6,0.026,0.26
129.0,0.72,6.5,0.039,0.18
80.0,0.47,6.15,0.021,0.21
159.0,0.42,4.5,0.033,0.19
136.0,0.51,8.0,0.033,0.24
128.0,0.41,7.8,0.029,0.17
219.0,0.46,7.0,0.03,0.24
197.0,0.43,5.8,0.044,0.6
109.0,0.36,5.9,0.027,0.445
100.0,0.39,6.7,0.012,0.28
186.0,0.45,6.8,0.065,0.44
174.0,0.44,7.2,0.034,0.24
191.0,0.88,8.7,0.044,0.31
87.0,0.47,8.2,0.062,0.32
174.0,0.44,7.2,0.034,0.24
191.0,0.88,8.7,0.044,0.31
104.0,0.53,7.5,0.023,0.13
84.0,0.55,9.2,0.034,0.14
89.0,0.61,7.4,0.028,0.2
158.0,0.37,6.1,0.042,0.15
91.0,0.8,7.6,0.066,0.23
151.0,0.47,8.1,0.047,0.33
178.0,0.44,7.15,0.119,0.17
113.0,0.44,6.7,0.048,0.12
71.0,0.68,5.7,0.046,0.18
127.0,0.51,5.8,0.037,0.15
144.0,0.54,6.6,0.057,0.23
178.0,0.44,7.15,0.119,0.17
162.0,0.53,7.0,0.066,0.34
146.0,0.4,6.4,0.069,0.68
80.0,0.34,7.3,0.018,0.22
148.0,0.46,6.4,0.042,0.28
303.0,0.57,6.9,0.081,0.4
204.0,0.69,6.8,0.034,0.19
196.0,0.78,7.1,0.039,0.23
129.0,0.69,6.45,0.05,0.14
158.0,0.7,6.5,0.052,0.15
73.0,0.41,7.1,0.033,0.15
156.0,0.48,6.7,0.067,0.33
178.0,0.56,7.2,0.041,0.3
110.0,0.65,7.0,0.043,0.23
86.0,0.39,8.0,0.033,0.13
91.0,0.45,6.2,0.03,0.21
122.0,0.49,8.3,0.05,0.4
142.0,0.41,5.9,0.03,0.34
131.0,0.45,6.6,0.039,0.12
120.0,1.0,9.6,0.039,0.655
179.0,0.49,6.8,0.046,0.26
142.0,0.41,5.9,0.03,0.34
142.0,0.41,5.9,0.03,0.3
120.0,0.36,7.0,0.049,0.15
24.0,0.36,7.9,0.037,0.37
120.0,0.66,7.2,0.032,0.35
120.0,0.66,7.2,0.033,0.32
93.0,0.68,7.6,0.031,0.1
150.0,0.31,6.2,0.03,0.25
144.0,0.4,7.1,0.042,0.31
110.0,0.42,7.6,0.041,0.18
119.0,0.33,8.0,0.029,0.17
149.0,0.59,7.2,0.061,0.19
136.0,0.44,7.6,0.03,0.32
144.0,0.4,7.1,0.042,0.31
128.0,0.48,6.6,0.026,0.21
98.0,0.37,7.0,0.029,0.16
119.0,0.33,8.0,0.029,0.17
187.0,0.46,6.6,0.042,0.24
149.0,0.59,7.2,0.061,0.19
110.0,0.42,7.6,0.041,0.18
124.0,0.5,6.9,0.041,0.3
108.0,0.36,6.2,0.03,0.28
166.0,0.54,6.9,0.024,0.31
143.0,0.54,6.7,0.036,0.23
108.0,0.36,6.2,0.03,0.28
121.0,0.38,5.7,0.025,0.23
182.0,0.49,6.5,0.048,0.22
104.0,0.5,7.0,0.043,0.18
166.0,0.54,6.9,0.024,0.31
124.0,0.5,6.9,0.041,0.3
72.0,0.6,6.5,0.027,0.46
133.0,0.41,6.5,0.038,0.23
133.0,0.41,6.5,0.038,0.23
133.0,0.41,6.5,0.038,0.23
201.0,0.38,6.6,0.17,0.26
200.0,0.38,6.7,0.171,0.26
209.0,0.63,7.5,0.045,0.28
133.0,0.41,6.5,0.038,0.23
189.0,0.48,6.8,0.044,0.23
184.0,0.75,7.8,0.044,0.25
184.0,0.75,7.8,0.044,0.25
155.0,0.43,5.6,0.049,0.2
182.0,0.46,6.4,0.045,0.21
189.0,0.48,6.8,0.044,0.23
188.0,0.5,6.8,0.043,0.24
179.0,0.6,7.8,0.04,0.25
184.0,0.75,7.8,0.044,0.25
143.0,0.4,6.8,0.046,0.16
69.0,0.54,5.2,0.028,0.28
160.0,0.38,7.5,0.029,0.18
92.0,0.38,7.5,0.027,0.26
171.0,0.8,8.2,0.043,0.37
101.0,0.62,7.6,0.03,0.4
129.0,0.56,7.5,0.038,0.26
160.0,0.38,7.5,0.029,0.18
153.0,0.42,6.9,0.045,0.23
91.0,0.5,5.3,0.036,0.2
121.0,0.46,6.5,0.041,0.17
213.0,0.51,6.5,0.051,0.35
79.0,0.69,6.5,0.035,0.29
190.0,0.51,6.8,0.06,0.3
173.0,0.53,7.9,0.051,0.51
135.0,0.51,7.9,0.049,0.51
79.0,0.69,6.5,0.035,0.29
141.0,0.49,7.1,0.048,0.29
213.0,0.51,6.5,0.051,0.35
121.0,0.46,6.5,0.041,0.17
95.0,0.47,7.4,0.047,0.2
131.0,0.34,6.9,0.067,0.615
100.0,0.47,6.8,0.034,0.32
145.0,0.42,6.3,0.048,0.2
131.0,0.34,6.9,0.067,0.615
165.0,0.72,8.0,0.048,0.23
45.0,0.4,6.7,0.034,0.27
45.0,0.4,6.7,0.034,0.27
99.0,0.53,6.7,0.032,0.44
142.0,0.45,7.0,0.045,0.34
127.0,0.55,7.3,0.057,0.26
170.0,0.9,5.8,0.045,0.17
127.0,0.55,7.3,0.057,0.26
170.0,0.9,5.8,0.045,0.17
108.0,0.66,6.8,0.036,0.17
138.0,0.46,7.1,0.025,0.43
70.0,0.4,5.8,0.026,0.315
28.0,0.32,5.9,0.027,0.17
240.0,0.48,6.6,0.082,0.34
240.0,0.52,8.6,0.059,0.33
97.0,0.46,5.6,0.038,0.12
103.0,0.47,5.8,0.039,0.13
144.0,0.54,7.7,0.055,0.18
148.0,0.54,7.7,0.054,0.16
154.0,0.51,6.0,0.06,0.26
163.0,0.42,7.3,0.05,0.32
119.0,0.34,7.7,0.048,0.3
152.0,0.37,7.9,0.05,0.16
118.0,0.37,6.4,0.028,0.27
95.0,0.59,6.9,0.034,0.16
152.0,0.37,7.9,0.05,0.16
119.0,0.34,7.7,0.048,0.3
163.0,0.42,7.3,0.05,0.32
228.0,0.54,6.4,0.048,0.44
135.0,0.66,6.3,0.052,0.2
138.0,0.37,6.2,0.026,0.29
93.0,0.6,7.6,0.035,0.39
131.0,0.33,7.0,0.045,0.36
131.0,0.33,7.0,0.045,0.36
135.0,0.33,7.0,0.045,0.36
111.0,0.54,7.6,0.043,0.2
93.0,0.6,7.6,0.035,0.39
103.0,0.45,6.7,0.025,0.2
117.0,0.44,6.2,0.036,0.235
160.0,0.69,7.8,0.074,0.965
211.0,0.59,7.1,0.053,0.2
211.0,0.59,7.1,0.053,0.2
211.0,0.59,7.1,0.053,0.2
157.0,0.5,6.4,0.083,0.24
70.0,0.41,8.0,0.034,0.3
157.0,0.5,6.4,0.083,0.24
176.0,0.54,6.9,0.066,0.4
178.0,0.53,6.9,0.065,0.4
211.0,0.59,7.1,0.053,0.2
189.0,0.49,6.6,0.047,0.25
183.0,0.51,6.8,0.046,0.26
107.0,0.53,6.5,0.033,0.37
151.0,0.4,6.8,0.053,0.35
83.0,0.55,6.4,0.028,0.22
107.0,0.53,6.5,0.033,0.37
151.0,0.4,6.8,0.053,0.35
114.0,0.45,6.9,0.036,0.31
125.0,0.51,6.7,0.036,0.16
189.0,0.49,6.6,0.047,0.25
183.0,0.51,6.8,0.046,0.26
79.0,0.39,5.6,0.038,0.15
99.0,0.38,5.5,0.031,0.15
83.0,0.55,6.4,0.028,0.22
123.0,0.44,7.3,0.04,0.2
148.0,0.46,7.5,0.038,0.17
151.0,0.46,7.5,0.039,0.18
184.0,0.5,7.0,0.042,0.27
153.0,0.73,5.8,0.049,0.32
100.0,0.47,7.8,0.025,0.26
128.0,0.66,7.4,0.03,0.3
109.0,0.58,6.7,0.026,0.16
153.0,0.73,5.8,0.049,0.32
