total sulfur dioxide,sulphates,fixed acidity,chlorides,volatile acidity,type_encoded
106.0,0.4,7.6,0.032,0.26,1
97.0,0.43,6.3,0.204,0.2,1
96.0,0.43,6.3,0.208,0.22,1
169.0,0.41,7.1,0.052,0.25,1
193.0,0.39,7.0,0.047,0.27,1
172.0,0.4,8.8,0.036,0.34,1
228.0,0.41,9.2,0.043,0.27,1
307.5,0.37,7.1,0.047,0.49,1
93.0,0.34,9.2,0.042,0.71,1
182.0,0.35,7.2,0.083,0.47,1
87.0,0.66,6.8,0.04,0.28,1
172.0,0.4,8.8,0.036,0.34,1
228.0,0.41,9.2,0.043,0.27,1
172.0,0.39,7.3,0.08,0.13,1
84.0,0.34,7.2,0.031,0.16,1
143.0,0.38,6.8,0.052,0.31,1
256.0,0.64,8.3,0.052,0.36,1
143.0,0.38,6.8,0.052,0.31,1
256.0,0.64,8.3,0.052,0.36,1
195.0,0.52,6.3,0.041,0.25,1
197.0,0.4,6.0,0.051,0.45,1
152.0,0.58,8.1,0.049,0.26,1
158.0,0.43,6.4,0.066,0.22,1
197.0,0.4,5.7,0.051,0.45,1
135.0,0.57,7.2,0.046,0.19,1
160.0,0.44,6.7,0.054,0.31,1
219.0,0.46,8.0,0.036,0.25,1
185.0,0.49,9.9,0.046,1.005,1
142.0,0.34,8.1,0.028,0.31,1
172.0,0.74,8.1,0.044,0.24,1
219.0,0.46,8.0,0.036,0.25,1
169.0,0.57,6.4,0.063,0.29,1
63.0,0.4,7.2,0.027,0.15,1
89.0,0.38,7.0,0.058,0.12,1
238.0,0.58,7.4,0.056,0.32,1
91.0,0.37,8.5,0.024,0.17,1
91.0,0.37,8.5,0.024,0.17,1
123.0,0.64,9.5,0.039,0.21,1
99.0,0.57,8.2,0.041,0.21,1
238.0,0.58,7.4,0.056,0.32,1
173.0,0.46,6.8,0.046,0.31,1
163.0,0.38,6.8,0.076,0.27,1
114.0,0.35,7.4,0.047,0.21,1
186.0,0.56,8.0,0.044,0.23,1
142.0,0.53,7.6,0.047,0.2,1
164.0,0.79,6.3,0.03,0.41,1
116.0,0.47,8.3,0.036,0.49,1
164.0,0.79,6.3,0.03,0.41,1
133.0,0.42,7.6,0.086,0.2,1
139.0,0.39,7.5,0.084,0.26,1
139.0,0.39,7.5,0.084,0.26,1
197.0,0.43,6.8,0.048,0.27,1
208.0,0.55,6.8,0.057,0.28,1
143.0,0.5,8.4,0.048,0.2,1
103.0,0.54,7.9,0.044,0.33,1
184.0,0.46,7.5,0.042,0.38,1
212.5,0.46,7.6,0.056,0.2,1
212.5,0.46,7.6,0.056,0.2,1
212.5,0.46,7.6,0.056,0.2,1
212.5,0.46,7.6,0.056,0.2,1
212.5,0.46,7.6,0.056,0.2,1
181.0,0.62,8.1,0.049,0.19,1
151.0,0.53,7.6,0.047,0.16,1
176.0,0.55,8.1,0.043,0.22,1
201.0,0.53,8.0,0.043,0.22,1
102.0,0.31,7.1,0.034,0.33,1
110.0,0.52,6.4,0.054,0.43,1
212.5,0.46,7.6,0.056,0.2,1
103.0,0.44,7.0,0.057,0.12,1
180.0,0.45,7.4,0.053,0.3,1
168.0,0.67,7.0,0.043,0.28,1
170.0,0.82,8.4,0.055,0.2,1
168.0,0.67,7.0,0.043,0.28,1
170.0,0.82,8.4,0.055,0.2,1
170.0,0.82,8.4,0.055,0.2,1
197.0,0.46,7.3,0.055,0.18,1
145.0,0.46,6.8,0.04,0.31,1
147.0,0.46,6.7,0.038,0.31,1
154.0,0.69,7.6,0.047,0.17,1
180.0,0.45,7.4,0.053,0.3,1
178.0,0.68,7.4,0.043,0.26,1
168.0,0.67,7.0,0.043,0.28,1
170.0,0.82,8.4,0.055,0.2,1
84.0,0.58,5.6,0.038,0.18,1
159.0,0.47,7.2,0.043,0.15,1
98.0,0.41,8.0,0.034,0.4,1
95.0,0.53,7.0,0.035,0.25,1
159.0,0.47,7.2,0.043,0.15,1
160.0,0.45,6.8,0.064,0.18,1
133.0,0.67,6.6,0.046,0.32,1
71.0,0.36,9.0,0.026,0.55,1
84.0,0.66,6.9,0.028,0.19,1
110.0,0.38,6.3,0.023,0.41,1
71.0,0.36,9.0,0.026,0.55,1
136.0,0.46,7.0,0.049,0.2,1
133.0,0.67,6.6,0.046,0.32,1
163.0,0.7,7.7,0.05,0.26,1
142.0,0.42,6.3,0.051,0.21,1
215.0,0.53,7.6,0.04,0.34,1
142.0,0.42,6.3,0.051,0.21,1
190.0,0.64,8.0,0.168,0.43,1
149.0,0.42,7.5,0.16,0.3,1
60.0,0.54,6.4,0.179,0.26,1
180.0,0.45,6.9,0.046,0.32,1
150.0,0.45,8.9,0.037,0.21,1
215.0,0.53,7.6,0.04,0.34,1
145.0,0.52,9.5,0.034,0.42,1
160.0,0.47,7.6,0.042,0.29,1
101.0,0.54,6.5,0.024,0.25,1
183.0,0.4,7.2,0.049,0.23,1
124.0,0.48,7.9,0.038,0.35,1
72.0,0.35,8.8,0.018,0.2,1
155.0,0.41,5.7,0.046,0.27,1
160.0,0.47,7.6,0.042,0.29,1
104.0,0.44,5.5,0.029,0.14,1
71.0,0.38,8.7,0.042,0.24,1
212.0,0.59,6.7,0.032,0.3,1
104.0,0.44,5.5,0.029,0.14,1
104.0,0.45,5.6,0.028,0.13,1
107.0,0.53,7.4,0.03,0.18,1
115.0,0.63,5.7,0.034,0.385,1
71.0,0.38,8.7,0.042,0.24,1
126.0,0.47,8.3,0.046,0.33,1
156.0,0.41,6.8,0.052,0.34,1
155.0,0.42,6.8,0.05,0.33,1
172.0,0.57,6.3,0.031,0.28,1
123.0,0.55,11.8,0.034,0.23,1
146.0,0.36,6.8,0.042,0.21,1
146.0,0.36,6.8,0.042,0.21,1
101.0,0.38,8.6,0.026,0.485,1
101.0,0.38,8.6,0.026,0.485,1
155.0,0.26,7.3,0.029,0.29,1
146.0,0.36,6.8,0.042,0.21,1
151.0,0.82,6.7,0.031,0.31,1
227.0,0.47,7.3,0.044,0.29,1
169.0,0.47,5.7,0.04,0.46,1
223.0,0.56,6.8,0.04,0.28,1
96.0,0.4,6.7,0.036,0.23,1
132.0,0.48,6.9,0.047,0.17,1
123.0,0.46,7.6,0.049,0.18,1
180.0,0.75,6.6,0.042,0.22,1
127.0,0.44,7.8,0.05,0.27,1
142.0,0.39,7.7,0.051,0.28,1
146.0,0.39,7.6,0.051,0.29,1
104.0,0.37,5.7,0.029,0.32,1
126.0,0.34,7.1,0.03,0.33,1
173.0,0.51,7.3,0.057,0.34,1
140.0,0.68,6.5,0.04,0.19,1
164.0,0.76,6.6,0.043,0.23,1
189.0,0.79,6.6,0.045,0.27,1
180.0,0.75,6.6,0.042,0.22,1
123.0,0.46,7.6,0.049,0.18,1
124.0,0.67,6.8,0.039,0.36,1
198.0,0.54,7.0,0.055,0.22,1
119.0,0.72,5.9,0.042,0.17,1
117.0,0.41,7.4,0.044,0.45,1
124.0,0.67,6.8,0.039,0.36,1
95.0,0.33,7.5,0.046,0.42,1
119.0,0.34,7.5,0.036,0.33,1
111.0,0.42,9.4,0.029,0.3,1
150.0,0.76,7.9,0.053,0.17,1
150.0,0.76,7.9,0.053,0.17,1
101.0,0.58,8.2,0.05,0.17,1
153.0,0.58,8.3,0.049,0.17,1
130.0,0.38,8.7,0.046,0.15,1
150.0,0.76,7.9,0.053,0.17,1
172.0,0.44,7.2,0.044,0.25,1
176.0,0.38,7.2,0.045,0.24,1
93.0,0.38,5.3,0.043,0.76,1
136.0,0.35,6.6,0.052,0.22,1
136.0,0.35,6.6,0.052,0.22,1
146.0,0.46,8.4,0.048,0.28,1
129.0,0.4,6.8,0.05,0.32,1
145.0,0.4,6.7,0.046,0.24,1
163.0,0.35,7.4,0.056,0.18,1
153.0,0.46,6.0,0.043,0.16,1
145.0,0.4,6.7,0.046,0.24,1
85.0,0.56,6.8,0.042,0.28,1
237.0,0.49,6.2,0.047,0.34,1
128.0,0.45,6.0,0.056,0.27,1
153.0,0.46,6.0,0.043,0.16,1
129.0,0.4,6.8,0.05,0.32,1
234.0,0.66,8.5,0.057,0.24,1
141.0,0.48,8.1,0.048,0.24,1
163.0,0.35,7.4,0.056,0.18,1
186.0,0.55,7.7,0.038,0.23,1
138.0,0.37,6.5,0.05,0.22,1
138.0,0.37,6.5,0.05,0.22,1
138.0,0.37,6.5,0.05,0.22,1
93.0,0.62,5.7,0.05,0.33,1
186.0,0.55,7.7,0.038,0.23,1
138.0,0.37,6.5,0.05,0.22,1
68.0,0.37,6.8,0.034,0.2,1
117.0,0.56,7.7,0.04,0.26,1
126.0,0.42,6.4,0.041,0.2,1
122.0,0.39,8.0,0.033,0.16,1
154.0,0.38,6.8,0.076,0.25,1
109.0,0.58,7.7,0.035,0.39,1
173.0,0.38,6.9,0.051,0.26,1
154.0,0.38,6.8,0.076,0.25,1
109.0,0.58,7.7,0.035,0.39,1
163.0,0.46,6.0,0.048,0.28,1
174.0,0.55,6.5,0.056,0.43,1
344.0,0.7,9.1,0.062,0.33,1
146.0,0.5,5.9,0.054,0.5,1
115.0,0.72,6.8,0.036,0.28,1
144.0,0.38,7.0,0.04,0.35,1
158.0,0.38,7.1,0.056,0.22,1
158.0,0.38,7.1,0.056,0.22,1
162.0,0.68,8.3,0.03,0.24,1
118.0,0.52,6.8,0.041,0.26,1
224.0,0.55,7.2,0.054,0.16,1
132.0,0.52,7.9,0.058,0.18,1
224.0,0.55,7.2,0.054,0.16,1
102.0,0.31,5.5,0.06,0.24,1
105.0,0.39,7.1,0.056,0.33,1
117.0,0.5,7.7,0.056,0.28,1
117.0,0.5,7.7,0.056,0.28,1
179.0,0.46,7.5,0.047,0.26,1
89.0,0.74,6.5,0.037,0.14,1
145.0,0.48,8.2,0.053,0.21,1
165.0,0.42,7.2,0.054,0.2,1
105.0,0.4,7.2,0.056,0.115,1
142.0,0.54,6.4,0.04,0.29,1
105.0,0.39,7.1,0.056,0.33,1
99.0,0.46,6.8,0.038,0.24,1
102.0,0.43,7.0,0.035,0.24,1
117.0,0.5,7.7,0.056,0.28,1
76.0,0.41,7.0,0.052,0.22,1
91.0,0.45,7.5,0.054,0.18,1
187.0,0.59,9.8,0.052,0.93,1
181.0,0.46,7.8,0.035,0.29,1
76.0,0.31,7.9,0.038,0.28,1
92.0,0.33,8.5,0.031,0.25,1
105.0,0.66,7.4,0.048,0.18,1
61.0,0.34,6.3,0.031,0.24,1
124.0,0.48,6.0,0.04,0.33,1
79.0,0.46,6.8,0.03,0.37,1
115.0,0.44,9.9,0.087,0.49,1
92.0,0.33,8.5,0.031,0.25,1
130.0,0.35,8.4,0.028,0.22,1
162.0,0.47,7.0,0.069,0.35,1
162.0,0.47,7.0,0.069,0.35,1
229.0,0.49,7.4,0.053,0.19,1
229.0,0.49,7.4,0.053,0.19,1
229.0,0.49,7.4,0.053,0.19,1
229.0,0.49,7.4,0.053,0.19,1
229.0,0.49,7.4,0.053,0.19,1
117.0,0.37,6.9,0.042,0.32,1
163.0,0.54,7.6,0.05,0.32,1
229.0,0.49,7.4,0.053,0.19,1
212.0,0.49,7.4,0.053,0.19,1
117.0,0.37,6.9,0.042,0.32,1
126.0,0.44,6.0,0.06,0.34,1
163.0,0.54,7.6,0.05,0.32,1
106.0,0.55,7.7,0.047,0.24,1
146.0,0.46,8.0,0.053,0.36,1
114.0,0.4,7.4,0.044,0.29,1
146.0,0.47,6.6,0.041,0.32,1
141.0,0.47,6.3,0.04,0.3,1
109.0,0.47,6.4,0.041,0.33,1
94.0,0.44,7.5,0.051,0.18,1
74.0,0.53,6.5,0.217,0.39,1
137.0,0.42,6.8,0.056,0.25,1
90.0,0.49,6.4,0.052,0.18,1
125.0,0.54,7.1,0.048,0.18,1
110.0,0.51,7.6,0.044,0.27,1
145.0,0.32,9.2,0.037,0.23,1
153.0,0.51,7.9,0.058,0.28,1
125.0,0.54,7.1,0.048,0.18,1
90.0,0.49,6.4,0.052,0.18,1
137.0,0.42,6.8,0.056,0.25,1
71.0,0.38,7.0,0.037,0.22,1
101.0,0.37,7.3,0.036,0.18,1
187.0,0.52,7.1,0.051,0.26,1
231.0,0.52,6.6,0.049,0.25,1
157.0,0.53,6.4,0.069,0.24,1
147.0,0.67,6.0,0.051,0.28,1
187.0,0.52,7.1,0.051,0.26,1
167.0,0.55,7.8,0.058,0.24,1
175.0,0.56,7.6,0.059,0.27,1
178.0,0.6,7.7,0.056,0.39,1
132.0,0.37,8.9,0.035,0.24,1
138.0,0.64,6.6,0.045,0.23,1
128.0,0.49,7.1,0.031,0.26,1
125.0,0.64,7.0,0.039,0.32,1
150.0,0.5,7.4,0.058,0.24,1
136.0,0.78,6.9,0.056,0.21,1
125.0,0.64,7.0,0.039,0.32,1
107.0,0.65,7.4,0.047,0.17,1
128.0,0.49,7.1,0.031,0.26,1
161.0,0.4,8.5,0.041,0.28,1
96.0,0.62,7.8,0.051,0.3,1
129.0,0.38,8.1,0.051,0.25,1
163.0,0.6,7.7,0.041,0.28,1
134.0,0.36,6.5,0.027,0.24,1
120.0,0.44,7.0,0.045,0.22,1
161.0,0.4,8.5,0.041,0.28,1
157.0,0.47,8.0,0.051,0.45,1
169.0,0.42,6.9,0.056,0.23,1
157.0,0.47,8.0,0.051,0.45,1
166.0,0.44,7.6,0.067,0.23,1
177.0,0.46,7.7,0.046,0.28,1
179.0,0.46,7.7,0.046,0.27,1
124.0,0.59,7.1,0.042,0.2,1
150.0,0.36,6.9,0.034,0.25,1
124.0,0.59,7.1,0.042,0.2,1
150.0,0.36,6.9,0.034,0.25,1
89.0,0.45,8.4,0.054,0.2,1
164.0,0.51,6.5,0.049,0.39,1
90.0,0.79,7.2,0.067,0.23,1
147.0,0.46,6.9,0.048,0.44,1
184.0,0.5,7.1,0.04,0.28,1
162.0,0.45,6.4,0.06,0.34,1
151.0,0.44,6.1,0.046,0.15,1
147.0,0.46,6.9,0.048,0.44,1
180.0,0.49,7.2,0.042,0.29,1
184.0,0.5,7.1,0.04,0.28,1
169.0,0.54,6.1,0.094,0.23,1
171.0,0.74,6.7,0.047,0.23,1
228.0,0.51,7.0,0.043,0.36,1
141.0,0.38,7.5,0.031,0.31,1
162.0,0.45,6.4,0.06,0.34,1
151.0,0.44,6.1,0.046,0.15,1
100.0,0.45,7.4,0.047,0.2,1
186.0,0.47,6.3,0.048,0.27,1
235.0,0.61,9.2,0.06,0.34,1
101.0,0.6,7.4,0.042,0.18,1
174.0,0.52,7.2,0.046,0.29,1
186.0,0.47,6.3,0.048,0.27,1
172.0,0.43,6.2,0.049,0.26,1
133.0,0.46,7.3,0.046,0.21,1
128.0,0.68,7.1,0.039,0.14,1
132.0,0.53,7.2,0.157,0.39,1
205.0,0.45,7.6,0.049,0.48,1
132.0,0.53,7.2,0.157,0.39,1
205.0,0.45,7.6,0.049,0.48,1
134.0,0.45,6.5,0.061,0.36,1
61.0,0.44,8.5,0.032,0.25,1
159.0,0.48,6.9,0.056,0.3,1
154.0,0.77,6.6,0.045,0.19,1
159.0,0.48,6.9,0.056,0.3,1
167.0,0.43,9.4,0.027,0.42,1
154.0,0.77,6.6,0.045,0.19,1
152.0,0.4,6.3,0.034,0.2,1
169.0,0.67,8.5,0.055,0.19,1
107.0,0.66,7.3,0.051,0.19,1
156.0,0.46,6.7,0.06,0.25,1
108.0,0.42,6.2,0.035,0.25,1
94.0,0.47,6.1,0.053,0.46,1
107.0,0.66,7.3,0.051,0.19,1
178.0,0.49,7.5,0.067,0.29,1
200.0,0.44,6.7,0.043,0.31,1
91.0,0.39,7.4,0.033,0.14,1
200.0,0.44,6.7,0.043,0.31,1
149.0,0.56,7.1,0.148,0.4,1
77.0,0.54,6.4,0.047,0.16,1
66.0,0.55,6.3,0.046,0.16,1
210.0,0.68,7.4,0.049,0.33,1
210.0,0.68,7.4,0.049,0.33,1
210.0,0.68,7.4,0.049,0.33,1
210.0,0.68,7.4,0.049,0.33,1
144.0,0.49,6.6,0.158,0.41,1
145.0,0.49,6.7,0.157,0.43,1
210.0,0.68,7.4,0.049,0.33,1
97.0,0.58,7.3,0.037,0.4,1
106.0,0.64,7.4,0.047,0.18,1
150.0,0.56,8.6,0.047,0.17,1
208.0,0.46,6.5,0.054,0.32,1
97.0,0.58,7.3,0.037,0.4,1
115.0,0.58,7.0,0.031,0.32,1
150.0,0.37,7.5,0.041,0.42,1
168.0,0.57,6.9,0.04,0.28,1
202.0,0.53,6.5,0.042,0.29,1
109.0,0.54,6.3,0.027,0.41,1
115.0,0.58,7.0,0.031,0.32,1
125.0,0.44,7.3,0.043,0.3,1
125.0,0.45,6.6,0.058,0.22,1
194.0,0.43,6.0,0.055,0.26,1
126.0,0.48,6.9,0.051,0.44,1
168.0,0.4,7.5,0.06,0.42,1
143.0,0.42,7.0,0.04,0.36,1
134.0,0.68,5.6,0.049,0.295,1
159.0,0.44,6.8,0.053,0.21,1
139.0,0.49,9.4,0.045,0.28,1
126.0,0.5,8.1,0.035,0.28,1
159.0,0.44,6.8,0.053,0.21,1
132.0,0.41,7.0,0.036,0.22,1
139.0,0.49,9.4,0.045,0.28,1
80.0,0.63,6.8,0.029,0.32,1
127.0,0.38,7.0,0.032,0.19,1
144.0,0.58,7.7,0.061,0.42,1
116.0,0.39,7.4,0.038,0.2,1
153.0,0.44,7.5,0.045,0.24,1
164.0,0.46,7.5,0.046,0.26,1
84.0,0.48,6.6,0.035,0.4,1
130.0,0.67,8.0,0.037,0.2,1
178.0,0.55,4.6,0.053,0.445,1
121.0,0.61,6.1,0.036,0.41,1
148.0,0.66,7.6,0.041,0.2,1
190.0,0.48,6.9,0.045,0.3,1
119.0,0.36,7.0,0.049,0.35,1
111.0,0.29,6.9,0.038,0.35,1
119.0,0.36,7.0,0.049,0.35,1
111.0,0.29,6.9,0.038,0.35,1
175.0,0.53,7.6,0.054,0.3,1
209.0,0.59,7.5,0.05,0.38,1
161.0,0.42,7.5,0.032,0.3,1
209.0,0.59,6.3,0.049,0.4,1
106.0,0.6,6.8,0.024,0.37,1
212.0,0.43,7.5,0.058,0.23,1
118.0,0.51,8.3,0.048,0.27,1
198.0,0.67,6.8,0.041,0.26,1
180.0,0.57,6.5,0.067,0.28,1
167.0,0.62,7.2,0.051,0.34,1
90.0,0.55,7.0,0.041,0.23,1
156.0,0.59,7.7,0.06,0.29,1
167.0,0.62,7.2,0.051,0.34,1
95.0,0.59,7.7,0.034,0.4,1
149.0,0.52,6.7,0.032,0.17,1
90.0,0.55,7.0,0.041,0.23,1
211.0,0.49,8.1,0.043,0.24,1
179.0,0.44,7.7,0.039,0.28,1
98.0,0.54,7.5,0.031,0.23,1
141.0,0.77,8.3,0.029,0.26,1
184.0,0.62,7.9,0.168,0.46,1
212.0,0.59,7.9,0.048,0.31,1
202.0,0.57,7.9,0.04,0.25,1
126.0,0.46,6.1,0.06,0.28,1
89.0,0.48,7.0,0.044,0.18,1
66.0,0.48,6.5,0.046,0.21,1
130.0,0.45,7.6,0.024,0.48,1
130.0,0.5,7.1,0.051,0.34,1
93.0,0.37,8.9,0.028,0.21,1
221.0,0.66,7.4,0.04,0.32,1
129.0,0.36,6.0,0.157,0.495,1
121.0,0.49,8.1,0.05,0.25,1
102.0,0.58,8.2,0.05,0.25,1
144.0,0.5,6.5,0.035,0.18,1
182.0,0.42,6.7,0.053,0.24,1
204.0,0.51,6.6,0.06,0.32,1
138.0,0.44,7.6,0.092,0.32,1
227.0,0.52,7.4,0.05,0.33,1
188.0,0.49,7.2,0.05,0.3,1
169.0,0.37,7.4,0.037,0.34,1
144.0,0.46,6.1,0.03,0.16,1
107.0,0.49,6.3,0.039,0.1,1
202.0,0.43,6.2,0.099,0.45,1
85.0,0.4,6.0,0.036,0.33,1
57.0,0.54,7.6,0.034,0.48,1
188.0,0.41,7.2,0.039,0.2,1
150.0,0.43,7.0,0.036,0.32,1
188.0,0.41,7.2,0.039,0.2,1
90.0,0.46,7.0,0.05,0.22,1
282.0,0.51,9.4,0.063,0.23,1
191.0,0.63,6.4,0.084,0.27,1
196.0,0.64,6.4,0.085,0.27,1
144.0,0.59,7.0,0.042,0.23,1
107.0,0.46,6.9,0.029,0.15,1
74.0,0.53,6.7,0.025,0.26,1
107.0,0.46,6.9,0.029,0.15,1
160.0,0.41,7.6,0.042,0.2,1
189.0,0.54,6.9,0.053,0.3,1
186.0,0.54,6.9,0.053,0.3,1
106.0,0.45,7.6,0.041,0.21,1
83.0,0.51,6.8,0.042,0.46,1
130.0,0.5,7.0,0.042,0.28,1
156.0,0.7,6.5,0.043,0.24,1
135.0,0.49,6.4,0.091,0.17,1
136.0,0.49,6.4,0.093,0.17,1
252.0,0.49,6.3,0.056,0.695,1
199.0,0.59,7.0,0.059,0.27,1
218.0,0.66,8.4,0.047,0.3,1
101.0,0.41,6.5,0.037,0.19,1
93.0,0.49,8.0,0.024,0.36,1
77.0,0.57,6.1,0.046,0.16,1
104.0,0.66,9.2,0.047,0.19,1
107.0,0.53,9.2,0.044,0.16,1
202.0,0.56,8.0,0.038,0.26,1
125.0,0.98,8.8,0.034,0.33,1
130.0,0.67,9.8,0.046,0.16,1
188.0,0.49,6.6,0.044,0.23,1
100.0,0.52,7.9,0.033,0.44,1
109.0,0.54,7.6,0.036,0.31,1
214.0,0.5,7.5,0.044,0.705,1
111.0,0.64,7.1,0.034,0.21,1
220.0,0.58,7.0,0.047,0.16,1
208.0,0.5,8.0,0.045,0.27,1
212.0,0.66,6.3,0.08,0.38,1
111.0,0.64,7.1,0.034,0.21,1
195.0,0.71,6.2,0.095,0.38,1
106.0,0.5,8.2,0.05,0.24,1
220.0,0.58,7.0,0.047,0.16,1
204.0,0.46,7.3,0.044,0.815,1
98.0,0.42,6.3,0.032,0.41,1
207.0,0.53,6.1,0.07,0.36,1
118.0,0.46,8.1,0.031,0.4,1
198.0,0.55,6.8,0.045,0.26,1
210.0,0.72,6.2,0.096,0.44,1
117.0,0.68,7.2,0.036,0.24,1
210.0,0.72,6.2,0.096,0.44,1
117.0,0.68,7.2,0.036,0.24,1
172.0,0.48,7.3,0.04,0.22,1
230.0,0.55,8.1,0.04,0.34,1
172.0,0.48,7.3,0.04,0.22,1
230.0,0.55,8.1,0.04,0.34,1
195.0,0.46,6.4,0.042,0.28,1
177.0,0.42,6.3,0.045,0.29,1
198.0,0.47,6.4,0.044,0.27,1
229.0,0.5,7.4,0.054,0.35,1
253.0,0.56,8.3,0.045,0.28,1
148.0,0.5,6.4,0.034,0.35,1
183.0,0.43,6.9,0.056,0.43,1
150.0,0.5,8.0,0.05,0.26,1
183.0,0.43,6.9,0.056,0.43,1
130.0,0.75,7.3,0.042,0.27,1
159.0,0.47,6.8,0.147,0.46,1
168.0,1.06,7.2,0.028,0.2,1
201.0,0.45,7.6,0.063,0.285,1
219.5,0.6,6.6,0.052,0.32,1
201.0,0.45,7.6,0.063,0.285,1
210.0,0.61,6.6,0.051,0.34,1
210.0,0.6,6.6,0.052,0.32,1
133.0,0.64,6.5,0.042,0.27,1
114.0,0.62,6.6,0.04,0.26,1
181.0,0.63,6.7,0.043,0.27,1
157.0,0.52,6.6,0.037,0.56,1
157.0,0.52,6.6,0.037,0.56,1
136.0,0.54,7.3,0.027,0.19,1
141.0,0.56,6.3,0.027,0.2,1
201.0,0.67,7.1,0.036,0.29,1
194.0,0.58,7.8,0.031,0.32,1
156.0,0.54,8.1,0.037,0.33,1
156.0,0.54,8.1,0.037,0.33,1
194.0,0.58,7.8,0.031,0.32,1
147.0,0.52,6.6,0.045,0.33,1
147.0,0.52,6.6,0.045,0.33,1
71.0,0.49,8.2,0.053,0.26,1
72.0,0.48,8.3,0.053,0.25,1
184.0,0.58,7.0,0.039,0.26,1
124.0,0.46,6.0,0.053,0.26,1
161.0,0.44,7.5,0.041,0.28,1
159.0,0.44,7.5,0.04,0.27,1
128.0,0.62,7.0,0.038,0.28,1
77.0,0.51,5.2,0.029,0.16,1
118.0,0.41,6.8,0.049,0.34,1
176.0,0.51,7.6,0.056,0.25,1
174.0,0.5,5.6,0.022,0.35,1
97.0,0.4,8.8,0.032,0.24,1
142.0,0.54,6.0,0.043,0.29,1
83.0,0.44,6.1,0.035,0.27,1
117.0,0.53,7.4,0.071,0.56,1
148.0,0.49,6.8,0.142,0.29,1
83.0,0.44,6.1,0.035,0.27,1
215.0,0.48,6.3,0.047,0.27,1
143.0,0.49,6.6,0.052,0.24,1
113.0,0.61,6.8,0.049,0.32,1
216.5,0.5,6.4,0.041,0.37,1
201.0,0.48,6.2,0.047,0.26,1
215.0,0.48,6.3,0.047,0.27,1
191.0,0.49,6.4,0.05,0.3,1
204.0,0.55,8.0,0.045,0.28,1
122.0,0.45,6.7,0.079,0.24,1
122.0,0.51,7.9,0.034,0.27,1
122.0,0.51,7.9,0.034,0.27,1
174.0,0.44,6.1,0.074,0.28,1
110.0,0.76,7.7,0.036,0.39,1
201.0,0.43,6.0,0.075,0.2,1
174.0,0.44,6.1,0.074,0.28,1
139.0,0.5,7.6,0.054,0.31,1
139.0,0.5,7.6,0.054,0.31,1
155.0,0.48,6.3,0.043,0.18,1
96.0,0.4,8.6,0.031,0.23,1
133.0,0.48,6.8,0.046,0.21,1
133.0,0.48,6.8,0.046,0.21,1
175.0,0.49,6.9,0.039,0.26,1
133.0,0.48,6.8,0.046,0.21,1
191.0,0.52,6.4,0.039,0.31,1
119.0,0.47,8.6,0.045,0.34,1
119.0,0.47,8.6,0.045,0.34,1
174.0,0.43,8.5,0.054,0.3,1
194.0,0.63,7.4,0.053,0.4,1
212.0,0.48,6.6,0.044,0.32,1
140.0,0.47,7.1,0.032,0.34,1
178.0,0.43,6.6,0.045,0.26,1
134.0,0.68,8.0,0.053,0.27,1
203.0,0.46,6.2,0.045,0.28,1
215.0,0.6,6.2,0.058,0.3,1
67.0,0.48,5.6,0.043,0.175,1
145.0,0.52,6.9,0.032,0.34,1
148.0,0.49,6.9,0.029,0.34,1
37.0,0.52,7.1,0.018,0.12,1
170.0,0.64,7.1,0.038,0.32,1
224.0,0.56,7.3,0.034,0.51,1
37.0,0.52,7.1,0.018,0.12,1
216.0,0.5,6.3,0.04,0.24,1
174.0,0.49,7.5,0.054,0.41,1
138.0,0.6,6.5,0.029,0.18,1
162.0,0.38,7.3,0.121,0.17,1
174.0,0.41,8.2,0.053,0.2,1
174.0,0.49,7.5,0.054,0.41,1
162.0,0.38,7.3,0.121,0.17,1
138.0,0.6,6.5,0.029,0.18,1
108.0,0.51,7.3,0.036,0.16,1
109.0,0.5,6.4,0.037,0.16,1
158.0,0.47,6.6,0.044,0.42,1
163.0,0.59,5.8,0.036,0.3,1
178.0,0.38,6.7,0.049,0.54,1
178.0,0.38,6.7,0.049,0.54,1
149.0,0.34,6.4,0.046,0.22,1
95.0,0.46,6.8,0.043,0.23,1
162.0,0.5,9.0,0.029,0.26,1
110.0,0.42,6.5,0.046,0.23,1
142.0,0.44,5.9,0.032,0.28,1
142.0,0.44,5.9,0.032,0.28,1
111.0,0.5,6.2,0.028,0.27,1
177.0,0.47,9.0,0.03,0.29,1
162.0,0.5,9.0,0.029,0.26,1
166.0,0.48,8.9,0.029,0.27,1
110.0,0.42,6.5,0.046,0.23,1
117.0,0.48,6.9,0.036,0.32,1
159.0,0.53,7.2,0.041,0.22,1
175.0,0.54,6.7,0.046,0.5,1
128.0,0.48,6.2,0.052,0.33,1
209.0,0.53,6.3,0.045,0.26,1
188.0,0.62,7.5,0.052,0.2,1
128.0,0.48,6.2,0.052,0.33,1
209.0,0.53,6.3,0.045,0.26,1
110.0,0.46,6.6,0.046,0.36,1
146.0,0.72,6.3,0.043,0.13,1
150.0,0.73,6.4,0.043,0.15,1
146.0,0.72,6.3,0.043,0.13,1
170.0,0.53,7.6,0.033,0.23,1
150.0,0.73,6.4,0.043,0.15,1
